"WVK_ID","WVK_BEGDAT","BEGAFSTAND","ENDAFSTAND","BEGKM","ENDKM"
398034041,20211101,0,116,25.276,25.392
398034044,20211101,0,2059,25.277,23.211
398051009,20211101,0,433,14.534,14.961
398051010,20211101,0,788,14.562,13.775
398051011,20211101,0,386,14.534,14.919
398092001,20211101,0,578,18.411,18.983
398093001,20211101,0,146,18.983,19.132
398099007,20211101,0,863,6.746,7.611
398107011,20211101,0,1053,1.836,2.885
398107013,20200301,0,12,1.721,1.733
398109019,20211001,0,683,17.047,17.723
398109020,20211001,0,534,17.381,17.896
398109022,20211001,0,153,17.228,17.381
398109023,20211001,0,628,17.228,17.852
398109024,20211101,0,170,8.836,9.006
398109029,20211101,0,1487,9.008,10.49
398115050,20160101,0,18,21.328,21.346
398115056,20160101,0,41,21.285,21.328
398115058,20211101,0,246,21.346,21.592
398115059,20160101,0,60,21.285,21.347
398131001,20211101,0,228,59.033,59.263
398147004,20211101,0,570,9.09,8.522
398181002,20210601,0,32,60.931,60.904
398181003,20210601,0,238,61.153,60.931
398181004,20210601,0,113,60.973,60.931
398181005,20210601,0,140,60.973,60.904
398181006,20210601,0,210,61.153,60.973
398181010,20220301,0,99,60.88,60.784
398181011,20210601,0,27,60.904,60.88
398186024,20211101,0,32,41.969,42.001
398186032,20211101,0,26,41.995,41.969
398186033,20211101,0,623,41.988,42.627
398207006,20211101,0,445,104.024,103.594
398208005,20211101,0,359,104.387,104.024
398219041,20210401,0,281,10.806,11.106
398282001,20211101,0,550,.905,1.458
398282012,20211001,0,1436,138.46,139.901
398282014,20211001,0,140,138.338,138.46
398288001,20211101,0,740,4.692,5.432
398315019,20141201,0,57,8.173,8.211
398316002,20211101,0,119,8.012,8.131
398320002,20130401,0,11,2.643,2.654
398334005,20220701,0,471,88.496,88.976
398334007,20220701,0,115,88.384,88.508
398336003,20211101,0,830,3.664,4.489
398336023,20160601,0,16,3.647,3.664
398343010,20211101,0,346,44.809,45.155
398355001,20211101,0,152,7.384,7.536
398355007,20211101,0,835,7.536,8.371
398394004,20220701,0,969,235.241,236.213
398394007,20220301,0,122,235.383,235.261
398394008,20220301,0,434,235.332,235.766
398394009,20220301,0,92,235.241,235.332
398401001,20220801,0,1187,86.25,87.45
398460003,20211101,0,1351,12.683,14.035
398472005,20211101,0,83,9.382,9.465
398472010,20211101,0,151,9.465,9.616
398472011,20211101,0,607,9.616,10.222
398489009,20211101,0,810,20.237,19.428
398502002,20211101,0,86,5.914,6.01
398502006,20211101,0,669,6.01,6.677
398527008,20220301,0,489,157.367,157.858
398527013,20220301,0,426,157.498,157.915
398527014,20220301,0,130,157.367,157.498
398546003,20190501,0,56,68.064,68.096
398546004,20190501,0,147,68.096,68.238
398546005,20190501,0,201,68.064,68.264
398546006,20190501,0,104,68.136,68.238
398546007,20190501,0,30,68.238,68.264
398546009,20211001,0,1941,68.455,70.399
398546019,20211001,0,115,68.341,68.455
398546020,20190501,0,77,68.264,68.341
398564004,20211101,0,590,17.07,17.661
398590006,20190701,0,1093,53.35,52.261
398597005,20211101,0,566,11.446,12.015
399018002,20211101,0,95,23.233,23.328
399018037,20211101,0,20,22.931,22.951
399018038,20211101,0,108,22.82,22.929
399018039,20211101,0,74,22.951,23.025
399018040,20211101,0,22,22.929,22.94
399018059,20211101,0,209,23.025,23.233
399029018,20141101,0,23,26.885,26.898
399029027,20211001,0,208,26.674,26.885
399029036,20211001,0,223,26.885,27.109
399029043,20210501,0,38,26.642,26.674
399029044,20141101,0,10,26.632,26.642
399029054,20141101,0,221,26.898,27.107
399029055,20141101,0,216,26.898,27.107
399050028,20211101,0,697,15.261,14.562
399051031,20211101,0,346,14.907,14.562
399051034,20211101,0,874,14.919,15.791
399051035,20211101,0,337,14.603,14.919
399093002,20211101,0,172,19.132,19.298
399094016,20211101,0,244,19.298,19.545
399094019,20211101,0,1806,19.545,21.353
399098005,20211101,0,160,7.611,7.771
399098009,20211101,0,230,7.771,7.999
399107023,20211101,0,433,10.498,10.939
399107024,20200301,0,12,10.493,10.505
399107027,20211101,0,266,1.456,1.721
399110010,20220301,0,382,17.852,18.233
399110015,20211001,0,131,17.723,17.852
399111051,20141101,0,241,18.323,18.534
399111052,20220301,0,94,18.232,18.323
399111053,20220301,0,641,18.233,18.871
399114021,20211001,0,423,19.968,20.389
399114023,20211001,0,94,19.873,19.968
399114024,20211001,0,548,19.873,20.423
399115027,20211001,0,39,20.389,20.428
399115032,20211001,0,105,20.316,20.423
399115036,20211101,0,2847,21.659,24.502
399115039,20200601,0,19,21.637,21.659
399115040,20160101,0,8,21.628,21.637
399115042,20211001,0,34,20.389,20.423
399115043,20211001,0,289,20,20.316
399115044,20181201,0,17,19.983,20
399115045,20160101,0,42,21.593,21.634
399115046,20160101,0,35,21.593,21.628
399115048,20220301,0,1231,20.423,21.653
399144008,20211101,0,923,58.529,59.421
399145001,20211101,0,329,58.199,58.529
399148008,20211101,0,33,8.489,8.522
399148009,20211101,0,25,8.489,8.514
399154005,20211001,0,275,61.748,62.022
399154008,20141101,0,227,61.778,62.005
399154009,20211001,0,36,61.75,61.778
399186001,20211101,0,831,42.627,43.458
399205005,20211101,0,199,102.646,102.457
399206001,20211101,0,487,103.136,102.646
399207005,20200301,0,14,103.594,103.58
399228001,20211101,0,281,5.532,5.815
399280001,20211101,0,1032,2.133,3.16
399280002,20101101,0,24,2.109,2.133
399280003,20211101,0,259,1.849,2.109
399281003,20211101,0,295,1.553,1.849
399281004,20211101,0,94,1.458,1.553
399291007,20211101,0,686,4.811,5.496
399293032,20211101,0,2273,5.496,7.775
399322002,20211101,0,403,3.609,4.012
399323006,20211101,0,37,4.012,4.049
399323008,20211101,0,389,4.486,4.875
399324006,20130401,0,17,4.875,4.892
399324007,20211101,0,406,4.892,5.297
399335005,20211001,0,695,88.976,89.669
399335006,20211001,0,550,89.143,89.7
399335007,20211001,0,171,88.976,89.143
399343005,20211101,0,313,45.506,45.819
399343015,20110501,0,31,45.167,45.188
399343016,20110501,0,14,45.155,45.167
399343021,20211101,0,318,45.188,45.506
399354004,20211101,0,132,8.371,8.503
399354011,20211101,0,1378,8.503,9.88
399433018,20180801,0,33,16.923,16.939
399433019,20180801,0,10,16.915,16.923
399433020,20180801,0,28,16.927,16.915
399433021,20180801,0,27,16.939,16.927
399462001,20220501,0,2047,14.035,16.074
399503009,20211101,0,63,6.915,6.978
399503035,20150501,0,15,6.729,6.739
399503036,20150501,0,16,6.718,6.729
399503042,20211101,0,41,6.677,6.718
399503044,20211101,0,195,6.978,7.173
399513002,20211101,0,25,17.432,17.457
399513003,20211101,0,22,17.428,17.45
399528020,20220301,0,1191,157.858,159.048
399564009,20211101,0,1589,17.661,19.251
399592001,20190701,0,1364,52.261,50.897
399596008,20211101,0,235,12.015,12.248
399596009,20211101,0,424,12.248,12.673
400050040,20211101,0,633,15.894,15.261
400050041,20211101,0,319,15.791,16.111
400050042,20211101,0,591,15.791,16.382
400097041,20211101,0,523,7.999,8.52
400107022,20211101,0,501,11.247,11.757
400107024,20211101,0,135,10.939,11.078
400111009,20141101,0,118,18.559,18.677
400111010,20141101,0,146,18.555,18.702
400111011,20141101,0,54,18.534,18.555
400111012,20141101,0,174,18.534,18.677
400112014,20211001,0,114,18.761,18.868
400112015,20141101,0,59,18.702,18.761
400112016,20141101,0,30,18.677,18.702
400112017,20211001,0,1005,18.871,19.873
400134008,20211101,0,91,60.806,60.893
400142002,20211101,0,208,59.421,59.624
400154006,20211001,0,2896,62.022,64.92
400154007,20211001,0,26,62.005,62.022
400162005,20211201,0,67,8.87,8.935
400162009,20211201,0,60,8.935,8.994
400162022,20211101,0,210,9.208,8.994
400163020,20211101,0,224,9.429,9.208
400163021,20211101,0,18,9.695,9.69
400163022,20211101,0,15,9.692,9.677
400163023,20211101,0,24,9.668,9.692
400163025,20211101,0,19,9.69,9.697
400163039,20211101,0,107,9.429,9.536
400164002,20120701,0,68,10.082,10.153
400164003,20211101,0,181,9.882,10.082
400177017,20220301,0,1917,58.826,56.9
400204003,20211101,0,196,102.457,102.646
400204004,20211101,0,791,102.457,101.675
400228006,20211101,0,611,5.815,6.433
400278005,20211101,0,370,3.16,3.523
400281003,20211001,0,94,139.903,139.993
400288031,20180301,0,25,5.899,5.915
400288033,20180301,0,26,5.884,5.899
400325008,20211101,0,353,5.4,5.753
400326006,20211101,0,517,5.753,6.27
400335001,20211101,0,339,4.934,5.278
400335021,20160601,0,12,4.491,4.503
400335022,20211101,0,181,4.501,4.684
400335023,20110801,0,12,4.684,4.696
400335024,20220701,0,245,4.696,4.94
400335025,20220701,0,86,4.94,5.026
400335035,20211001,0,417,89.669,90.086
400336009,20211001,0,135,89.705,89.571
400336010,20211001,0,429,90.158,89.705
400344024,20211101,0,171,46.143,46.314
400402010,20220801,0,359,90.46,90.813
400403005,20220801,0,597,90.813,91.402
400429030,20211101,0,1894,3.738,1.845
400445001,20211101,0,116,6.69,6.806
400472011,20211101,0,270,10.222,10.493
400490019,20220601,0,70,19.311,19.245
400490027,20211101,0,1387,19.145,17.755
400490028,20220601,0,104,19.245,19.145
400503001,20211101,0,174,7.414,7.588
400503002,20211101,0,151,7.263,7.414
400503004,20211101,0,90,7.173,7.263
400504001,20211101,0,36,7.695,7.731
400504002,20211101,0,107,7.588,7.695
400513014,20211101,0,1474,17.457,18.903
400530007,20220301,0,1945,159.048,160.993
400581005,20211101,0,325,5.589,5.921
400595014,20211101,0,21,13.066,13.087
400595015,20211101,0,560,13.087,13.656
400595016,20211101,0,23,13.065,13.088
401036009,20211101,0,785,23.211,22.434
401036010,20211101,0,365,23.211,22.865
401049033,20211101,0,1359,16.382,17.747
401049034,20211101,0,494,16.387,15.894
401049035,20211101,0,214,16.108,15.894
401049036,20211101,0,281,16.387,16.109
401097009,20211101,0,529,8.52,9.052
401106005,20211101,0,525,11.757,12.29
401134010,20211101,0,220,60.893,61.112
401135004,20211101,0,326,61.516,61.838
401140001,20211101,0,488,60.687,61.176
401142004,20211101,0,175,59.624,59.8
401142011,20211101,0,887,59.8,60.687
401148074,20211101,0,625,7.446,6.823
401148076,20211101,0,26,7.447,7.473
401148077,20211101,0,26,7.446,7.472
401160017,20211101,0,243,7.67,7.426
401161030,20211101,0,24,8.16,8.136
401161031,20211101,0,28,8.132,8.16
401161032,20211101,0,31,8.155,8.124
401161033,20211101,0,26,8.124,8.15
401161040,20211101,0,284,7.954,7.67
401165007,20211101,0,170,10.488,10.669
401165008,20211101,0,404,10.669,11.076
401166028,20211101,0,34,11.44,11.474
401187001,20211101,0,558,43.6,44.162
401187002,20211101,0,143,43.458,43.6
401202001,20211101,0,20,101.037,101.057
401202002,20211101,0,24,101.027,101.051
401202004,20211101,0,48,101.057,101.027
401203068,20200301,0,16,101.564,101.56
401203069,20200301,0,100,101.56,101.459
401203071,20200301,0,12,101.555,101.564
401203072,20200301,0,30,101.527,101.555
401203073,20200301,0,64,101.467,101.527
401203074,20200301,0,25,101.448,101.467
401203075,20200301,0,20,101.459,101.448
401278031,20211101,0,177,3.523,3.7
401280002,20141101,0,34,140.378,140.387
401281001,20141101,0,174,140.213,140.387
401281002,20141101,0,145,140.234,140.378
401281003,20141101,0,199,140.197,140.378
401281004,20141101,0,29,140.213,140.234
401281005,20141101,0,37,140.197,140.234
401281006,20141101,0,164,140.061,140.213
401281007,20141101,0,157,140.061,140.197
401281014,20211001,0,648,139.901,140.551
401281017,20211001,0,479,140.551,141.03
401281018,20141101,0,73,139.993,140.061
401281019,20211001,0,118,140.434,140.55
401281020,20141101,0,47,140.387,140.434
401313026,20211101,0,194,9.821,10.014
401313037,20110201,0,27,10.239,10.255
401313038,20110901,0,21,10.224,10.239
401328012,20211101,0,123,6.996,7.117
401335024,20211101,0,169,5.27,5.45
401335025,20211101,0,330,4.941,5.27
401335026,20211101,0,157,5.272,5.429
401335027,20211101,0,247,5.026,5.272
401335032,20211101,0,251,5.429,5.679
401336010,20211001,0,2806,90.086,92.898
401344011,20211101,0,91,46.314,46.404
401403017,20220801,0,803,91.402,92.205
401403033,20220801,0,410,91.484,91.881
401403034,20220801,0,77,91.402,91.484
401433012,20070701,0,42,15.844,15.85
401433013,20070701,0,20,15.829,15.844
401492003,20211101,0,940,17.755,16.817
401504003,20211101,0,170,7.731,7.901
401580003,20211101,0,1259,5.921,7.181
401592001,20211101,0,817,14.566,15.386
401593006,20211101,0,191,14.373,14.566
401593007,20211101,0,285,14.088,14.373
401594025,20190701,0,15,50.853,50.838
401594026,20211101,0,29,13.857,13.886
401594028,20211101,0,40,13.853,13.893
401594030,20211101,0,196,13.886,14.088
401594032,20190701,0,829,50.838,50.005
402036009,20211101,0,2110,23.175,25.276
402037021,20211101,0,327,22.848,23.175
402037023,20211101,0,736,22.432,23.175
402037025,20211101,0,362,22.432,22.795
402037026,20211101,0,997,22.434,21.439
402037031,20190101,0,51,22.865,22.814
402037035,20210501,0,115,22.865,22.75
402039054,20211101,0,842,21.589,22.432
402039055,20211101,0,359,21.439,21.079
402039056,20211101,0,261,21.439,21.187
402040022,20211101,0,322,21.017,21.33
402040033,20211101,0,295,21.356,21.079
402040034,20211101,0,1588,21.079,19.491
402040040,20211101,0,574,21.017,21.589
402043003,20211101,0,1482,19.535,21.017
402043006,20211101,0,296,19.491,19.194
402043007,20211101,0,342,19.491,19.152
402044027,20211101,0,85,19.15,19.235
402044030,20211101,0,303,19.235,19.535
402044044,20211101,0,398,19.194,18.797
402044045,20211101,0,312,19.223,19.535
402045053,20220201,0,38,18.744,18.78
402045058,20211101,0,145,18.599,18.743
402045067,20211101,0,41,18.743,18.784
402045068,20211101,0,389,18.587,18.196
402045070,20220201,0,12,18.6,18.587
402045071,20211101,0,438,18.784,19.223
402046037,20211101,0,76,17.828,17.754
402046038,20211101,0,471,18.004,18.478
402046039,20210601,0,365,18.196,17.86
402046040,20211101,0,394,18.227,17.828
402046044,20211101,0,292,17.83,18.122
402047026,20211101,0,374,17.743,18.122
402047035,20211101,0,1373,17.754,16.387
402047036,20211101,0,81,17.747,17.83
402096009,20211101,0,41,9.527,9.553
402096010,20211101,0,36,9.491,9.527
402096011,20211101,0,140,9.526,9.666
402096015,20211101,0,26,9.212,9.238
402096016,20211101,0,28,9.207,9.235
402096019,20211101,0,158,9.052,9.207
402106007,20211101,0,514,12.356,12.878
402106017,20211101,0,63,12.29,12.356
402135009,20211101,0,283,61.924,62.215
402135010,20211101,0,88,61.838,61.924
402139001,20211101,0,835,61.176,62.01
402148039,20211101,0,198,6.823,6.631
402160001,20211101,0,695,7.426,6.729
402166012,20211101,0,29,11.474,11.467
402168041,20211101,0,25,12.03,12.055
402168042,20211101,0,26,12.067,12.093
402173024,20211001,0,1409,55.969,54.558
402173029,20211001,0,145,56.111,55.969
402174012,20220301,0,932,56.9,55.969
402174016,20220301,0,112,56.9,56.79
402187003,20211101,0,567,44.162,44.729
402202003,20200301,0,9,100.581,100.574
402202061,20211101,0,477,100.577,100.089
402280006,20211001,0,1117,141.03,142.141
402295022,20211101,0,350,7.498,7.857
402312009,20211101,0,679,10.572,11.251
402329005,20211101,0,147,7.914,8.061
402329026,20211101,0,42,7.518,7.56
402329031,20211101,0,54,7.859,7.913
402335002,20211101,0,710,5.8,6.51
402335019,20211101,0,119,5.679,5.8
402354011,20110201,0,21,9.895,9.909
402354012,20110201,0,25,9.88,9.895
402354013,20211101,0,1150,9.909,11.059
402404008,20211101,0,115,91.912,92.006
402404009,20141101,0,38,92.006,92.046
402404032,20220401,0,127,91.857,91.74
402404034,20141101,0,35,91.881,91.912
402404061,20211001,0,406,92.038,92.441
402404062,20211001,0,120,92.205,92.321
402405012,20211001,0,1164,92.205,93.369
402405024,20211001,0,292,92.321,92.612
402425005,20211101,0,19,1.845,1.827
402425009,20211101,0,1572,1.827,.255
402434084,20211101,0,23,14.985,14.956
402434086,20211101,0,35,14.985,15.015
402434096,20211101,0,82,14.89,14.808
402434103,20140201,0,6,.248,.253
402434139,20070701,0,19,15.096,15.115
402434140,20190601,0,24,15.079,15.096
402434153,20211101,0,115,14.808,14.694
402434155,20121001,0,6,14.897,14.891
402434156,20211101,0,59,14.955,14.897
402445006,20211101,0,739,7.376,6.637
402445012,20211101,0,148,7.376,7.524
402450001,20211101,0,420,9.807,10.227
402505001,20211101,0,341,8.792,9.134
402513011,20211101,0,25,18.903,18.928
402513012,20211101,0,24,18.927,18.903
402513017,20211101,0,48,19.218,19.266
402513018,20211101,0,90,19.128,19.218
402533004,20220301,0,598,160.993,161.594
402533005,20220301,0,520,161.144,161.688
402533006,20220301,0,149,160.993,161.144
402545007,20211001,0,402,70.399,70.803
402545009,20211001,0,56,70.399,70.453
402545011,20211001,0,434,70.453,70.896
402564005,20211101,0,144,19.251,19.395
402591001,20211101,0,549,15.386,15.936
403095007,20211101,0,256,10.245,10.5
403096004,20211101,0,577,9.666,10.245
403105029,20211101,0,226,12.878,13.108
403125012,20220301,0,898,26.324,27.222
403135024,20211101,0,628,62.215,62.835
403136008,20211101,0,34,62.869,62.835
403136009,20211101,0,33,62.88,62.847
403136010,20211101,0,38,62.842,62.88
403136011,20211101,0,35,62.835,62.87
403137003,20211101,0,167,62.569,62.732
403138001,20211101,0,556,62.01,62.569
403148018,20211101,0,29,6.631,6.602
403148019,20211101,0,26,6.605,6.631
403148020,20211101,0,26,6.611,6.637
403148021,20211101,0,29,6.64,6.611
403159007,20211101,0,646,6.729,6.08
403168030,20211101,0,258,12.675,12.925
403169063,20211101,0,22,13.167,13.145
403169064,20211101,0,27,13.194,13.167
403289008,20180301,0,20,7.347,7.363
403289009,20211101,0,439,7.363,7.803
403289010,20180301,0,26,7.332,7.347
403295009,20211101,0,234,7.775,8.008
403295019,20211101,0,228,7.775,8.003
403295020,20211101,0,173,7.835,8.008
403311022,20211101,0,90,11.251,11.341
403315042,20211101,0,522,10.977,11.499
403329001,20211101,0,164,8.153,8.317
403329002,20211101,0,92,8.061,8.153
403330001,20211101,0,721,8.317,9.037
403334001,20211101,0,473,6.51,6.982
403405033,20211001,0,381,92.612,92.994
403405038,20211001,0,171,92.441,92.612
403406042,20211001,0,414,93.097,93.503
403406043,20211001,0,103,92.994,93.097
403406045,20211001,0,203,92.994,93.196
403416006,20211101,0,1353,4.623,5.973
403423001,20211101,0,141,.255,.114
403433006,20211101,0,373,14.54,14.166
403434001,20211101,0,100,14.64,14.54
403434040,20211101,0,22,14.662,14.64
403434062,20211101,0,32,14.694,14.662
403435028,20140201,0,18,.805,.818
403435033,20140201,0,19,.794,.805
403444002,20211101,0,132,6.637,6.505
403444003,20211101,0,886,6.505,5.618
403446007,20211101,0,369,7.524,7.893
403450005,20211101,0,627,10.227,10.854
403453002,20211101,0,133,11.36,11.227
403454004,20211101,0,798,12.158,11.36
403454005,20211101,0,511,12.158,12.669
403456041,20211101,0,84,13.248,13.164
403456062,20211101,0,1128,13.248,14.375
403456065,20211101,0,420,13.09,12.669
403459002,20211101,0,626,14.375,15.002
403460003,20211101,0,84,15.237,15.321
403460004,20211101,0,167,15.07,15.237
403460005,20211101,0,68,15.002,15.07
403461007,20211101,0,172,15.321,15.493
403461008,20211101,0,169,15.556,15.725
403461009,20211101,0,63,15.493,15.556
403461011,20211101,0,74,15.725,15.796
403462002,20211101,0,162,15.796,15.958
403463005,20220501,0,682,16.074,16.762
403471003,20211101,0,72,12.468,12.541
403471004,20211101,0,252,12.216,12.468
403471021,20211101,0,342,12.541,12.883
403472001,20211101,0,137,12.079,12.216
403494008,20211101,0,1888,16.817,14.927
403506004,20211101,0,41,9.438,9.472
403506005,20211101,0,303,9.134,9.438
403534015,20211001,0,3229,161.594,164.821
403544028,20211001,0,3885,70.803,74.687
403544032,20211001,0,99,71.098,71.001
403544048,20211101,0,214,.302,.518
403544049,20211101,0,43,.259,.302
403544055,20211001,0,430,71.54,71.098
403544056,20150701,0,6,.257,.262
403544057,20150701,0,24,.235,.257
403544060,20150701,0,12,.262,.268
403544061,20211101,0,211,.029,.236
403544062,20220801,0,41,70.896,70.937
403544067,20211001,0,19,70.896,70.915
403544073,20220601,0,17,.029,.034
403544075,20220601,0,20,0,.015
403545003,20211101,0,680,.518,1.196
403561009,20211101,0,23,10.631,10.608
403561010,20211101,0,26,10.657,10.631
403563001,20211101,0,806,11.455,10.657
403564011,20140901,0,11,12.322,12.311
403564012,20150101,0,26,19.41,19.428
403564013,20150101,0,32,19.393,19.41
403566022,20150101,0,8,20.142,20.149
403566024,20211101,0,146,20.146,20.292
403577005,20211101,0,1473,8.04,9.515
403577008,20211101,0,16,8.038,8.04
403589001,20211101,0,454,16.526,16.982
404105008,20211101,0,43,13.472,13.515
404105009,20211101,0,158,13.314,13.472
404105011,20211101,0,150,13.516,13.666
404113006,20211101,0,323,24.502,24.823
404113020,20211101,0,105,24.721,24.827
404113021,20211101,0,218,24.502,24.721
404113022,20211101,0,159,24.664,24.823
404126009,20211001,0,620,27.222,27.844
404126010,20211001,0,83,27.222,27.308
404127033,20211001,0,113,27.731,27.844
404127034,20211001,0,259,27.446,27.731
404127039,20211001,0,340,27.308,27.651
404127042,20211001,0,4367,27.844,32.206
404138005,20211101,0,168,63.773,63.941
404149015,20211101,0,746,5.838,5.093
404158003,20211101,0,143,4.892,4.749
404158004,20151001,0,11,5.885,5.89
404158005,20151001,0,24,5.877,5.885
404158006,20151001,0,14,5.878,5.877
404158009,20151001,0,18,5.89,5.898
404158010,20211101,0,53,5.824,5.877
404158011,20211101,0,176,5.898,6.08
404158012,20151001,0,12,5.898,5.899
404159001,20211101,0,369,4.749,4.378
404169030,20211001,0,1069,54.558,53.493
404169037,20211101,0,137,13.69,13.83
404170006,20211001,0,453,54.436,54
404170007,20211001,0,123,54.558,54.436
404198001,20211101,0,143,98.269,98.128
404279014,20211001,0,136,142.141,142.278
404290001,20211101,0,456,7.803,8.259
404315004,20110201,0,34,11.499,11.533
404331001,20211101,0,805,9.037,9.842
404334004,20211101,0,749,6.982,7.731
404355003,20211101,0,1032,11.059,12.091
404406046,20211001,0,853,93.369,94.2
404406064,20211001,0,171,93.196,93.369
404407091,20211001,0,311,93.73,94.022
404418001,20211101,0,114,5.973,6.084
404419008,20211101,0,215,6.084,6.305
404419014,20151101,0,11,6.321,6.329
404419015,20211101,0,317,6.329,6.647
404419016,20151101,0,14,6.313,6.321
404419018,20151101,0,12,6.305,6.313
404420004,20211101,0,723,6.844,7.566
404420005,20211101,0,197,6.647,6.844
404422009,20211101,0,239,7.805,7.566
404423071,20190601,0,12,8.185,8.191
404423072,20190601,0,17,8.17,8.185
404423073,20190101,0,12,8.185,8.171
404423074,20190601,0,13,8.191,8.185
404423075,20211101,0,133,.122,.255
404423076,20190601,0,18,8.205,8.191
404423077,20190601,0,9,8.191,8.207
404423079,20190601,0,23,8.207,8.213
404423080,20190101,0,17,8.171,8.165
404423081,20211101,0,201,8.206,8.41
404423082,20211101,0,372,8.176,7.805
404423083,20211101,0,205,8.41,8.204
404423084,20220501,0,433,8.41,8.837
404430009,20211101,0,1215,12.503,11.288
404433016,20211101,0,22,14.144,14.166
404433017,20211101,0,21,14.153,14.174
404433018,20211101,0,1650,14.153,12.503
404435001,20211101,0,440,1.151,1.59
404436002,20211101,0,171,1.59,1.762
404436006,20211101,0,1696,1.762,3.458
404443002,20211101,0,76,5.618,5.543
404462003,20211101,0,199,16.307,16.507
404462005,20211101,0,84,16.223,16.307
404462008,20211101,0,95,15.958,16.055
404462010,20211101,0,169,16.055,16.223
404463002,20050301,0,150,16.507,16.637
404463005,20211101,0,136,16.507,16.645
404463011,20211101,0,225,16.645,16.87
404463012,20211101,0,152,16.87,17.021
404467015,20180901,0,24,18.483,18.498
404467016,20180901,0,25,18.468,18.483
404467018,20180901,0,24,14.484,14.468
404467019,20180901,0,24,18.498,18.484
404469041,20220501,0,538,19.673,20.21
404469047,20211101,0,1172,19.673,18.498
404470011,20211101,0,553,20.345,20.796
404470013,20211101,0,16,20.308,20.326
404470014,20211101,0,19,20.327,20.308
404470015,20211101,0,34,20.326,20.292
404470016,20211101,0,19,20.326,20.345
404471010,20211001,0,921,25.7,24.782
404471016,20220401,0,346,25.573,25.214
404471017,20220401,0,131,25.7,25.573
404507004,20211101,0,52,10.173,10.225
404507005,20150501,0,18,10.184,10.191
404512003,20211101,0,574,20.041,20.615
404566001,20211101,0,270,20.478,20.75
404566003,20211101,0,137,20.292,20.427
404566006,20211101,0,38,20.44,20.478
404566007,20211101,0,16,20.427,20.443
404567002,20211101,0,199,20.75,20.948
404567005,20211101,0,124,20.948,21.07
404588002,20211101,0,125,17.358,17.485
405104079,20211101,0,24,13.788,13.812
405104081,20211101,0,566,14.239,14.814
405105009,20211101,0,28,13.76,13.788
405113018,20211101,0,209,24.823,25.025
405113025,20211101,0,94,24.827,24.664
405138007,20211101,0,320,63.941,64.259
405139003,20211101,0,835,64.259,65.089
405156003,20211001,0,150,64.92,65.07
405157011,20211001,0,216,64.92,65.136
405157019,20211001,0,67,65.068,65.135
405158007,20211101,0,457,5.58,5.122
405158009,20211101,0,31,5.603,5.58
405159006,20220201,0,27,4.376,4.385
405159007,20211101,0,518,4.376,4.892
405159020,20210201,0,34,4.33,4.29
405159021,20210201,0,16,4.345,4.33
405159022,20210201,0,41,4.38,4.345
405160004,20220201,0,29,4.29,4.289
405160005,20211101,0,647,4.293,3.643
405160013,20220201,0,46,4.331,4.376
405161002,20211101,0,660,3.632,4.289
405161003,20211101,0,406,3.643,3.233
405168027,20211001,0,158,53.645,53.493
405168029,20211001,0,3971,53.493,49.521
405196007,20211101,0,535,97.366,96.836
405197001,20211101,0,181,98.128,97.954
405197004,20211101,0,595,97.954,97.366
405278039,20211101,0,128,13.112,13.24
405278046,20180301,0,33,13.079,13.112
405278047,20211101,0,20,13.141,13.121
405279023,20211001,0,709,142.141,142.858
405279028,20211101,0,725,0,.725
405279039,20180301,0,76,13.294,13.37
405279043,20211001,0,264,142.278,142.545
405281003,20211101,0,921,14.593,15.513
405281006,20211101,0,1224,14.593,13.369
405283001,20211101,0,568,15.513,16.082
405308009,20211101,0,1224,13.61,14.833
405309005,20211101,0,92,13.517,13.61
405309006,20211101,0,480,13.037,13.517
405310015,20211101,0,57,12.98,13.037
405313008,20211101,0,372,12.348,12.72
405314011,20211101,0,320,12.028,12.348
405314012,20211101,0,280,11.748,12.028
405331001,20211101,0,802,9.842,10.644
405344016,20110501,0,25,48.497,48.516
405344017,20110501,0,23,48.484,48.497
405407051,20220801,0,1350,94.2,95.565
405407091,20211001,0,179,94.022,94.2
405423163,20220501,0,202,8.837,9.062
405424047,20211101,0,220,9.446,9.225
405424048,20181201,0,18,9.225,9.202
405424049,20181201,0,13,9.223,9.23
405424050,20220501,0,148,9.191,9.061
405424051,20181201,0,17,9.191,9.185
405424052,20181201,0,21,9.202,9.191
405424053,20211101,0,61,9.446,9.508
405424054,20211101,0,224,9.223,9.446
405424055,20181201,0,14,9.191,9.2
405424056,20220501,0,147,9.062,9.191
405424057,20181201,0,19,9.2,9.223
405427005,20211101,0,703,11.163,10.46
405428014,20211101,0,125,11.288,11.163
405442008,20211101,0,1256,5.073,3.818
405442009,20211101,0,469,5.543,5.073
405470001,20211001,0,133,24.91,24.782
405471002,20211101,0,124,20.796,20.92
405471014,20211001,0,337,25.234,24.91
405505001,20211101,0,1286,26.209,24.922
405507004,20211101,0,389,10.225,10.616
405507005,20150501,0,21,10.191,10.199
405510004,20211101,0,15,21.044,21.029
405510005,20211101,0,13,21.061,21.048
405510006,20211101,0,14,21.047,21.061
405510007,20211101,0,16,21.029,21.045
405511003,20211101,0,427,20.615,21.029
405545012,20181201,0,35,1.223,1.195
405545013,20211101,0,1175,1.243,2.418
405545015,20181201,0,33,1.22,1.243
405559009,20220501,0,1000,9.234,8.232
