# STN;YYYYMMDD;RH
209;20201101;     
209;20201102;     
209;20201103;     
209;20201104;     
209;20201105;     
209;20201106;     
209;20201107;     
209;20201108;     
209;20201109;     
209;20201110;     
209;20201111;     
209;20201112;     
209;20201113;     
209;20201114;     
209;20201115;     
209;20201116;     
209;20201117;     
209;20201118;     
209;20201119;     
209;20201120;     
209;20201121;     
209;20201122;     
209;20201123;     
209;20201124;     
209;20201125;     
209;20201126;     
209;20201127;     
209;20201128;     
209;20201129;     
209;20201130;     
209;20201201;     
209;20201202;     
209;20201203;     
209;20201204;     
209;20201205;     
209;20201206;     
209;20201207;     
209;20201208;     
209;20201209;     
209;20201210;     
209;20201211;     
209;20201212;     
209;20201213;     
209;20201214;     
209;20201215;     
209;20201216;     
209;20201217;     
209;20201218;     
209;20201219;     
209;20201220;     
209;20201221;     
209;20201222;     
209;20201223;     
209;20201224;     
209;20201225;     
209;20201226;     
209;20201227;     
209;20201228;     
209;20201229;     
209;20201230;     
209;20201231;     
209;20210101;     
209;20210102;     
209;20210103;     
209;20210104;     
209;20210105;     
209;20210106;     
209;20210107;     
209;20210108;     
209;20210109;     
209;20210110;     
209;20210111;     
209;20210112;     
209;20210113;     
209;20210114;     
209;20210115;     
209;20210116;     
209;20210117;     
209;20210118;     
209;20210119;     
209;20210120;     
209;20210121;     
209;20210122;     
209;20210123;     
209;20210124;     
209;20210125;     
209;20210126;     
209;20210127;     
209;20210128;     
209;20210129;     
209;20210130;     
209;20210131;     
209;20210201;     
209;20210202;     
209;20210203;     
209;20210204;     
209;20210205;     
209;20210206;     
209;20210207;     
209;20210208;     
209;20210209;     
209;20210210;     
209;20210211;     
209;20210212;     
209;20210213;     
209;20210214;     
209;20210215;     
209;20210216;     
209;20210217;     
209;20210218;     
209;20210219;     
209;20210220;     
209;20210221;     
209;20210222;     
209;20210223;     
209;20210224;     
209;20210225;     
209;20210226;     
209;20210227;     
209;20210228;     
209;20210301;     
209;20210302;     
209;20210303;     
209;20210304;     
209;20210305;     
209;20210306;     
209;20210307;     
209;20210308;     
209;20210309;     
209;20210310;     
209;20210311;     
209;20210312;     
209;20210313;     
209;20210314;     
209;20210315;     
209;20210316;     
209;20210317;     
209;20210318;     
209;20210319;     
209;20210320;     
209;20210321;     
209;20210322;     
209;20210323;     
209;20210324;     
209;20210325;     
209;20210326;     
209;20210327;     
209;20210328;     
209;20210329;     
209;20210330;     
209;20210331;     
209;20210401;     
209;20210402;     
209;20210403;     
209;20210404;     
209;20210405;     
209;20210406;     
209;20210407;     
209;20210408;     
209;20210409;     
209;20210410;     
209;20210411;     
209;20210412;     
209;20210413;     
209;20210414;     
209;20210415;     
209;20210416;     
209;20210417;     
209;20210418;     
209;20210419;     
209;20210420;     
209;20210421;     
209;20210422;     
209;20210423;     
209;20210424;     
209;20210425;     
209;20210426;     
209;20210427;     
209;20210428;     
209;20210429;     
209;20210430;     
209;20210501;     
209;20210502;     
209;20210503;     
209;20210504;     
209;20210505;     
209;20210506;     
209;20210507;     
209;20210508;     
209;20210509;     
209;20210510;     
209;20210511;     
209;20210512;     
209;20210513;     
209;20210514;     
209;20210515;     
209;20210516;     
209;20210517;     
209;20210518;     
209;20210519;     
209;20210520;     
209;20210521;     
209;20210522;     
209;20210523;     
209;20210524;     
209;20210525;     
209;20210526;     
209;20210527;     
209;20210528;     
209;20210529;     
209;20210530;     
209;20210531;     
209;20210601;     
209;20210602;     
209;20210603;     
209;20210604;     
209;20210605;     
209;20210606;     
209;20210607;     
209;20210608;     
209;20210609;     
209;20210610;     
209;20210611;     
209;20210612;     
209;20210613;     
209;20210614;     
209;20210615;     
209;20210616;     
209;20210617;     
209;20210618;     
209;20210619;     
209;20210620;     
209;20210621;     
209;20210622;     
209;20210623;     
209;20210624;     
209;20210625;     
209;20210626;     
209;20210627;     
209;20210628;     
209;20210629;     
209;20210630;     
209;20210701;     
209;20210702;     
209;20210703;     
209;20210704;     
209;20210705;     
209;20210706;     
209;20210707;     
209;20210708;     
209;20210709;     
209;20210710;     
209;20210711;     
209;20210712;     
209;20210713;     
209;20210714;     
209;20210715;     
209;20210716;     
209;20210717;     
209;20210718;     
209;20210719;     
209;20210720;     
209;20210721;     
209;20210722;     
209;20210723;     
209;20210724;     
209;20210725;     
209;20210726;     
209;20210727;     
209;20210728;     
209;20210729;     
209;20210730;     
209;20210731;     
209;20210801;     
209;20210802;     
209;20210803;     
209;20210804;     
209;20210805;     
209;20210806;     
209;20210807;     
209;20210808;     
209;20210809;     
209;20210810;     
209;20210811;     
209;20210812;     
209;20210813;     
209;20210814;     
209;20210815;     
209;20210816;     
209;20210817;     
209;20210818;     
209;20210819;     
209;20210820;     
209;20210821;     
209;20210822;     
209;20210823;     
209;20210824;     
209;20210825;     
209;20210826;     
209;20210827;     
209;20210828;     
209;20210829;     
209;20210830;     
209;20210831;     
209;20210901;     
209;20210902;     
209;20210903;     
209;20210904;     
209;20210905;     
209;20210906;     
209;20210907;     
209;20210908;     
209;20210909;     
209;20210910;     
209;20210911;     
209;20210912;     
209;20210913;     
209;20210914;     
209;20210915;     
209;20210916;     
209;20210917;     
209;20210918;     
209;20210919;     
209;20210920;     
209;20210921;     
209;20210922;     
209;20210923;     
209;20210924;     
209;20210925;     
209;20210926;     
209;20210927;     
209;20210928;     
209;20210929;     
209;20210930;     
209;20211001;     
209;20211002;     
209;20211003;     
209;20211004;     
209;20211005;     
209;20211006;     
209;20211007;     
209;20211008;     
209;20211009;     
209;20211010;     
209;20211011;     
209;20211012;     
209;20211013;     
209;20211014;     
209;20211015;     
209;20211016;     
209;20211017;     
209;20211018;     
209;20211019;     
209;20211020;     
209;20211021;     
209;20211022;     
209;20211023;     
209;20211024;     
209;20211025;     
209;20211026;     
209;20211027;     
209;20211028;     
209;20211029;     
209;20211030;     
209;20211031;     
209;20211101;     
209;20211102;     
209;20211103;     
209;20211104;     
209;20211105;     
209;20211106;     
209;20211107;     
209;20211108;     
209;20211109;     
209;20211110;     
209;20211111;     
209;20211112;     
209;20211113;     
209;20211114;     
209;20211115;     
209;20211116;     
209;20211117;     
209;20211118;     
209;20211119;     
209;20211120;     
209;20211121;     
209;20211122;     
209;20211123;     
209;20211124;     
209;20211125;     
209;20211126;     
209;20211127;     
209;20211128;     
209;20211129;     
209;20211130;     
209;20211201;     
209;20211202;     
209;20211203;     
209;20211204;     
209;20211205;     
209;20211206;     
209;20211207;     
209;20211208;     
209;20211209;     
209;20211210;     
209;20211211;     
209;20211212;     
209;20211213;     
209;20211214;     
209;20211215;     
209;20211216;     
209;20211217;     
209;20211218;     
209;20211219;     
209;20211220;     
209;20211221;     
209;20211222;     
209;20211223;     
209;20211224;     
209;20211225;     
209;20211226;     
209;20211227;     
209;20211228;     
209;20211229;     
209;20211230;     
209;20211231;     
209;20220101;     
209;20220102;     
209;20220103;     
209;20220104;     
209;20220105;     
209;20220106;     
209;20220107;     
209;20220108;     
209;20220109;     
209;20220110;     
209;20220111;     
209;20220112;     
209;20220113;     
209;20220114;     
209;20220115;     
209;20220116;     
209;20220117;     
209;20220118;     
209;20220119;     
209;20220120;     
209;20220121;     
209;20220122;     
209;20220123;     
209;20220124;     
209;20220125;     
209;20220126;     
209;20220127;     
209;20220128;     
209;20220129;     
209;20220130;     
209;20220131;     
209;20220201;     
209;20220202;     
209;20220203;     
209;20220204;     
209;20220205;     
209;20220206;     
209;20220207;     
209;20220208;     
209;20220209;     
209;20220210;     
209;20220211;     
209;20220212;     
209;20220213;     
209;20220214;     
209;20220215;     
209;20220216;     
209;20220217;     
209;20220218;     
209;20220219;     
209;20220220;     
209;20220221;     
209;20220222;     
209;20220223;     
209;20220224;     
209;20220225;     
209;20220226;     
209;20220227;     
209;20220228;     
209;20220301;     
209;20220302;     
209;20220303;     
209;20220304;     
209;20220305;     
209;20220306;     
209;20220307;     
209;20220308;     
209;20220309;     
209;20220310;     
209;20220311;     
209;20220312;     
209;20220313;     
209;20220314;     
209;20220315;     
209;20220316;     
209;20220317;     
209;20220318;     
209;20220319;     
209;20220320;     
209;20220321;     
209;20220322;     
209;20220323;     
209;20220324;     
209;20220325;     
209;20220326;     
209;20220327;     
209;20220328;     
209;20220329;     
209;20220330;     
209;20220331;     
209;20220401;     
209;20220402;     
209;20220403;     
209;20220404;     
209;20220405;     
209;20220406;     
209;20220407;     
209;20220408;     
209;20220409;     
209;20220410;     
209;20220411;     
209;20220412;     
209;20220413;     
209;20220414;     
209;20220415;     
209;20220416;     
209;20220417;     
209;20220418;     
209;20220419;     
209;20220420;     
209;20220421;     
209;20220422;     
209;20220423;     
209;20220424;     
209;20220425;     
209;20220426;     
209;20220427;     
209;20220428;     
209;20220429;     
209;20220430;     
209;20220501;     
209;20220502;     
209;20220503;     
209;20220504;     
209;20220505;     
209;20220506;     
209;20220507;     
209;20220508;     
209;20220509;     
209;20220510;     
209;20220511;     
209;20220512;     
209;20220513;     
209;20220514;     
209;20220515;     
209;20220516;     
209;20220517;     
209;20220518;     
209;20220519;     
209;20220520;     
209;20220521;     
209;20220522;     
209;20220523;     
209;20220524;     
209;20220525;     
209;20220526;     
209;20220527;     
209;20220528;     
209;20220529;     
209;20220530;     
209;20220531;     
209;20220601;     
209;20220602;     
209;20220603;     
209;20220604;     
209;20220605;     
209;20220606;     
209;20220607;     
209;20220608;     
209;20220609;     
209;20220610;     
209;20220611;     
209;20220612;     
209;20220613;     
209;20220614;     
209;20220615;     
209;20220616;     
209;20220617;     
209;20220618;     
209;20220619;     
209;20220620;     
209;20220621;     
209;20220622;     
209;20220623;     
209;20220624;     
209;20220625;     
209;20220626;     
209;20220627;     
209;20220628;     
209;20220629;     
209;20220630;     
209;20220701;     
209;20220702;     
209;20220703;     
209;20220704;     
209;20220705;     
209;20220706;     
209;20220707;     
209;20220708;     
209;20220709;     
209;20220710;     
209;20220711;     
209;20220712;     
209;20220713;     
209;20220714;     
209;20220715;     
209;20220716;     
209;20220717;     
209;20220718;     
209;20220719;     
209;20220720;     
209;20220721;     
209;20220722;     
209;20220723;     
209;20220724;     
209;20220725;     
209;20220726;     
209;20220727;     
209;20220728;     
209;20220729;     
209;20220730;     
209;20220731;     
209;20220801;     
